1au6,65,1,0
1au7,376,4,0
1au9,213,1,0
1aue,206,2,0
1aug,688,4,0
1aui,454,4,0
1auo,322,2,0
1aur,322,4,0
1aus,1520,10,0
1aut,340,2,0
1auv,446,2,0
1auw,1179,4,0
1aux,428,4,0
1av2,287,8,0
1av5,186,2,0
1av6,294,2,0
1av8,494,4,0
1ava,850,6,0
1avb,352,4,0
1avd,212,4,0
1ave,204,4,0
1avf,499,5,0
1avg,340,3,0
1avh,484,4,0
1avm,328,4,0
1avp,219,2,0
1avq,517,6,0
1avs,147,4,0
1avw,283,2,0
1avx,285,2,0
1avy,175,3,0
1aw1,1285,16,0
1aw2,1267,12,0
1aw7,557,4,0
1aw8,192,4,0
1awb,411,4,0
1awc,274,4,0
1awf,263,4,0
1awh,440,4,0
1awi,244,2,0
1awp,162,4,0
1awq,133,2,0
1awr,676,12,0
1aws,138,2,0
1awt,705,11,0
1awu,133,2,0
1awv,680,12,0
1ax4,1326,8,0
1ax6,360,6,0
1ax7,362,6,0
1axa,173,2,0
1axc,705,6,0
1axd,402,4,0
1axe,518,4,0
1axg,1020,8,0
1axi,306,2,0
1axk,559,4,0
1axl,356,6,0
1axm,604,9,0
1axo,385,6,0
1axs,611,8,0
1axt,318,2,0
1axu,536,9,0
1axv,369,6,0
1axw,410,4,0
1ay0,877,4,0
1ay4,538,4,0
1ay5,539,4,0
1ay6,258,4,0
1ay7,165,2,0
1ay8,541,4,0
1ay9,158,2,0
1aya,186,4,0
1ayc,106,2,0
1ayf,179,4,0
1aym,621,6,0
1ayn,597,6,0
1ayo,223,2,0
1ayp,577,12,0
1ayr,985,4,0
1ayy,390,4,0
1ayz,339,3,0
1az0,395,6,0
1az3,293,2,0
1az4,298,2,0
1azb,222,4,0
1azc,218,4,0
1azd,658,8,0
1azn,402,8,0
1azp,119,3,0
1azq,113,3,0
1azr,381,9,0
1azs,523,5,0
1azt,528,4,0
1azv,228,4,0
1azw,452,2,0
1azx,607,4,0
1azz,485,4,0
1b00,197,2,0
1b01,149,3,0
1b04,452,2,0
1b05,383,2,0
1b06,890,12,0
1b07,75,2,0
1b08,355,6,0
1b09,736,10,0
1b0c,210,5,0
1b0g,541,5,0
1b0h,405,2,0
1b0n,144,2,0
1b0p,1646,4,0
1b0s,85,2,0
1b0v,322,4,0
1b0w,245,3,0
1b12,680,8,0
1b14,363,4,0
1b15,373,4,0
1b16,407,4,0
1b17,76,2,0
1b18,75,2,0
1b19,74,2,0
1b1h,399,2,0
1b1z,608,4,0
1b20,287,6,0
1b21,273,3,0
1b23,473,4,0
1b25,1753,8,0
1b27,451,6,0
1b2a,76,2,0
1b2b,76,2,0
1b2c,75,2,0
1b2d,74,2,0
1b2e,76,2,0
1b2f,73,2,0
1b2g,71,2,0
1b2h,407,2,0
1b2k,219,4,0
1b2m,180,4,0
1b2o,109,4,0
1b2p,209,2,0
1b2s,474,8,0
1b2u,455,6,0
1b2x,271,3,0
1b2z,270,3,0
1b32,418,2,0
1b33,1509,26,0
1b34,137,2,0
1b35,605,4,0
1b37,1051,6,0
1b3a,140,4,0
1b3d,286,4,0
1b3f,407,2,0
1b3g,407,2,0
1b3h,393,2,0
1b3l,739,5,0
1b3o,527,5,0
1b3q,518,4,0
1b3r,1465,8,0
1b3s,433,6,0
1b3t,281,4,0
1b3u,821,2,0
1b40,387,1,0
1b41,444,2,0
1b43,500,2,0
1b46,408,2,0
1b47,699,6,0
1b48,328,4,0
1b49,356,4,0
1b4a,638,6,0
1b4b,177,5,0
1b4f,486,8,0
1b4h,399,2,0
1b4k,495,4,0
1b4n,1674,8,0
1b4s,336,6,0
1b4u,597,6,0
1b4w,363,6,0
1b4z,416,2,0
1b51,409,2,0
1b52,381,2,0
1b55,294,4,0
1b57,503,4,0
1b58,398,2,0
1b5d,367,4,0
1b5e,364,4,0
1b5f,540,8,0
1b5g,250,4,0
1b5h,401,2,0
1b5i,400,2,0
1b5j,408,2,0
1b5o,530,4,0
1b5p,541,4,0
1b5q,1054,6,0
1b5t,577,6,0
1b5z,205,2,0
1b65,1481,6,0
1b66,241,4,0
1b67,194,2,0
1b6b,240,2,0
1b6c,1168,12,0
1b6d,378,2,0
1b6h,422,2,0
1b6j,176,5,0
1b6k,171,4,0
1b6l,176,4,0
1b6m,174,4,0
1b6p,174,4,0
1b6s,998,8,0
1b6t,270,4,0
1b6v,189,2,0
1b6z,220,4,0
1b70,717,2,0
1b72,192,4,0
1b76,767,4,0
1b77,511,3,0
1b78,289,2,0
1b79,293,4,0
1b7a,287,4,0
1b7b,803,8,0
1b7f,296,4,0
1b7g,516,4,0
1b7h,394,2,0
1b7t,733,6,0
1b7x,222,3,0
1b7y,728,2,0
1b80,533,4,0
1b82,525,4,0
1b85,533,4,0
1b86,442,10,0
1b88,206,2,0
1b8a,735,4,0
1b8c,177,4,0
1b8d,695,8,0
1b8g,588,4,0
1b8i,173,4,0
1b8j,674,4,0
1b8m,174,2,0
1b8z,117,2,0
1b93,331,6,0
1b94,429,6,0
1b95,418,4,0
1b96,408,4,0
1b97,417,4,0
1b98,171,2,0
1b99,601,12,0
1b9b,361,4,0
1b9c,656,4,0
1b9e,95,4,0
1b9j,412,2,0
1b9m,390,2,0
1b9n,373,2,0
1b9x,414,6,0
1b9y,417,6,0
1ba2,377,2,0
1ba7,244,2,0
1ba8,249,4,0
1bab,443,8,0
1baf,372,1,0
1bai,253,2,0
1ban,261,3,0
1bao,256,3,0
1bar,217,2,0
1bav,889,8,0
1baw,238,6,0
1bay,291,2,0
1baz,148,4,0
1bb0,242,4,0
1bb1,98,3,0
1bb3,217,2,0
1bb4,213,2,0
1bb5,232,4,0
1bbb,450,8,0
1bbh,217,4,0
1bbp,553,8,0
1bbr,686,10,0
1bbz,237,12,0
1bc2,345,4,0
1bc5,223,2,0
1bc7,135,3,0
1bc8,139,5,0
1bcc,1358,7,0
1bcf,1405,18,0
1bch,390,6,0
1bcj,385,6,0
1bck,217,2,0
1bcp,1246,12,0
1bcr,333,5,0
1bcs,355,5,0
1bcu,244,4,0
1bd0,555,4,0
1bd2,559,4,0
1bd3,658,8,0
1bd4,650,8,0
1bd7,255,2,0
1bd9,296,2,0
1bda,392,4,0
1bdf,625,4,0
1bdh,274,2,0
1bdj,184,2,0
1bdl,164,4,0
1bdm,467,4,0
1bdn,102,6,0
1bdq,160,2,0
1bdr,157,2,0
1bdt,239,6,0
1bdv,225,6,0
1bdw,76,4,0
1bdy,236,2,0
1be3,1402,3,0
1be4,371,6,0
1be9,118,2,0
1beb,316,2,0
1beh,284,4,0
1ben,205,7,0
1beu,459,4,0
1bev,582,5,0
1bex,209,4,0
1bf4,101,3,0
1bf6,438,4,0
1bfo,1167,8,0
1bfr,2765,36,0
1bft,204,4,0
1bfv,207,4,0
1bg1,437,2,0
1bg3,1185,4,0
1bg8,191,3,0
1bga,1330,4,0
1bgb,380,4,0
1bge,292,2,0
1bgg,1327,7,0
1bgs,437,6,0
1bgx,844,3,0
1bgy,2680,5,0
1bh5,567,8,0
1bh8,113,2,0
1bh9,120,2,0
1bhc,416,16,0
1bhd,184,2,0
1bhf,106,2,0
1bhg,869,2,0
1bhh,171,2,0
1bhj,402,2,0
1bhm,351,4,0
1bhn,702,12,0
1bho,296,4,0
1bhq,302,4,0
1bht,294,4,0
1bhx,238,5,0
1bi2,340,2,0
1bi3,273,4,0
1bi4,322,3,0
1bi9,1279,8,0
1bih,526,2,0
1bii,296,3,0
1bij,427,8,0
1bil,480,4,0
1bim,475,2,0
1bin,232,4,0
1biq,544,4,0
1bir,176,4,0
1bis,288,2,0
1biu,433,6,0
1biw,288,4,0
1biz,229,4,0
1bj1,751,8,0
1bj3,209,4,0
1bja,144,2,0
1bjf,288,4,0
1bjj,532,12,0
1bjm,322,2,0
1bjn,505,2,0
1bjo,493,2,0
1bjp,237,10,0
1bjq,1265,16,0
1bjr,225,2,0
1bjw,536,4,0
1bk5,579,4,0
1bk6,560,2,0
1bkc,874,8,0
1bkd,438,2,0
1bkg,1022,8,0
1bkh,738,3,0
1bkj,327,4,0
1bkn,389,2,0
1bko,780,1,0
1bkp,429,2,0
1bks,458,2,0
1bkv,108,5,0
1bkz,202,2,0
1bl0,200,3,0
1bl3,328,6,0
1bl4,180,4,0
1bl8,266,2,0
1bl9,754,4,0
1bll,358,2,0
1bls,550,4,0
1blx,353,2,0
1bm0,781,2,0
1bm2,108,2,0
1bm3,330,2,0
1bm7,187,4,0
1bm9,247,2,0
1bmb,114,2,0
1bmd,475,4,0
1bmf,1991,12,0
1bmm,237,3,0
1bmn,234,4,0
1bmo,360,4,0
1bmq,198,1,0
1bms,291,3,0
1bmt,363,4,0
1bmz,172,2,0
1bn9,87,1,0
1bna,76,2,0
1bnc,580,4,0
1bnd,189,2,0
1bne,255,3,0
1bnf,258,3,0
1bng,254,3,0
1bni,259,3,0
1bnj,260,3,0
1bnk,198,3,0
1bnl,491,4,0
1bns,256,3,0
1bnz,111,3,0
1bo1,474,2,0
1bo4,246,4,0
1bo5,684,2,0
1bo6,443,4,0
1bog,312,3,0
1bos,1278,40,0
1bot,678,2,0
1bou,587,6,0
1bp3,290,1,0
1bp5,913,4,0
1bp7,598,9,0
1bp8,172,10,0
1bph,85,4,0
1bpl,355,2,0
1bpo,973,3,0
1bpw,1327,8,0
1bpx,317,6,0
1bpy,344,4,0
1bpz,315,4,0
1bq1,532,4,0
1bq3,651,4,0
1bq4,647,4,0
1bqa,573,2,0
1bqd,585,2,0
1bqh,875,4,0
1bqj,59,4,0
1bql,391,3,0
1bqm,676,1,0
1bqn,687,1,0
1bqo,282,4,0
1bqp,359,7,0
1bqq,305,2,0
1bqu,338,4,0
1bqy,345,4,0
1br1,2548,8,0
1br2,2712,12,0
1br4,2481,8,0
1br8,563,2,0
1brb,212,2,0
1brc,212,2,0
1bre,443,6,0
1brg,256,3,0
1brh,263,3,0
1bri,258,3,0
1brj,259,3,0
1brk,273,6,0
1brl,899,2,0
1brm,717,3,0
1brn,202,4,0
1bro,402,2,0
1brr,536,13,0
1brs,456,6,0
1brw,571,4,0
1bs3,332,4,0
1bs4,404,6,0
1bs5,374,6,0
1bs6,392,7,0
1bs7,376,6,0
1bs8,392,7,0
1bsa,259,3,0
1bsb,260,3,0
1bsc,256,3,0
1bsd,258,3,0
1bse,253,3,0
1bsl,547,2,0
1bsm,346,4,0
1bsp,419,2,0
1bsr,208,4,0
1bss,378,5,0
1bsu,390,6,0
1bsx,370,2,0
1bsz,407,6,0
1bt1,478,4,0
1bt2,480,4,0
1bt6,167,3,0
1bt8,315,4,0
1bte,181,4,0
1btg,249,5,0
1bth,523,6,0
1btk,274,4,0
1btm,337,2,0
1bto,1117,8,0
1bu1,258,6,0
1bu5,238,4,0
1bu6,1336,8,0
1bu7,729,4,0
1bua,379,4,0
1buc,533,4,0
1bug,492,4,0
1buh,272,2,0
1bui,462,3,0
1bun,154,2,0
1buq,4675,30,0
1buv,271,1,0
1buw,434,8,0
1bux,323,3,0
1bv4,312,4,0
1bv7,167,2,0
1bv9,168,2,0
1bvi,330,8,0
1bvn,412,2,0
1bvo,195,2,0
1bvr,1117,12,0
1bvy,805,6,0
1bvz,856,2,0
1bw0,562,2,0
1bw8,206,2,0
1bw9,559,4,0
1bwa,165,2,0
1bwb,195,2,0
1bwf,693,6,0
1bwn,306,4,0
1bwo,166,4,0
1bws,243,1,0
1bwu,355,8,0
1bwv,1692,12,0
1bww,168,2,0
1bx2,550,7,0
1bx9,174,2,0
1bxb,1125,4,0
1bxc,1101,4,0
1bxg,478,4,0
1bxh,663,8,0
1bxi,180,2,0
1bxk,516,4,0
1bxn,1518,4,0
1bxr,4071,15,0
1bxs,1296,8,0
1bxt,354,2,0
1bxx,203,2,0
1bxy,111,2,0
1bxz,923,8,0
1by4,376,12,0
1by5,509,1,0
1bye,615,8,0
1byf,245,4,0
1byo,154,4,0
1byu,331,4,0
1byz,218,8,0
1bz0,426,8,0
1bz1,430,8,0
1bz5,224,8,0
1bz7,297,2,0
1bz8,186,2,0
1bz9,280,2,0
1bzd,187,2,0
1bze,186,2,0
1bzh,237,1,0
1bzl,700,4,0
1bzq,652,4,0
1bzw,658,8,0
1bzx,213,2,0
1bzy,642,8,0
1bzz,428,8,0
1c02,243,2,0
1c03,466,4,0
1c08,263,3,0
1c09,141,6,0
1c0a,606,4,0
1c0e,237,4,0
1c0f,400,4,0
1c0g,408,4,0
1c0m,601,4,0
1c0q,74,4,0
1c0r,75,4,0
1c0t,628,2,0
1c0u,685,2,0
1c0w,595,8,0
1c0y,376,6,0
1c12,316,2,0
1c14,379,4,0
1c1b,681,2,0
1c1c,690,2,0
1c1d,556,4,0
1c1e,325,4,0
1c1j,366,8,0
1c1u,514,4,0
1c1v,512,4,0
1c1w,509,5,0
1c1x,546,4,0
1c1y,212,4,0
1c28,289,3,0
1c29,447,4,0
1c2p,821,2,0
1c2r,196,4,0
1c2t,324,4,0
1c2y,1987,20,0
1c30,4143,16,0
1c39,262,4,0
1c3a,207,2,0
1c3b,490,4,0
1c3c,1225,2,0
1c3e,323,4,0
1c3h,620,9,0
1c3i,291,4,0
1c3o,4126,16,0
1c3q,554,5,0
1c3r,561,4,0
1c3u,620,4,0
1c3v,348,4,0
1c3x,536,6,0
1c40,229,4,0
1c41,1131,15,0
1c47,757,4,0
1c48,286,5,0
1c4d,141,8,0
1c4g,763,2,0
1c4p,388,4,0
1c4q,310,10,0
1c4r,936,8,0
1c4t,450,6,0
1c4u,247,4,0
1c4v,255,4,0
1c4y,236,1,0
1c4z,857,4,0
1c51,504,53,0
1c58,394,2,0
1c5b,309,2,0
1c5c,329,4,0
1c5d,581,4,0
1c5e,408,5,0
1c5f,1066,15,0
1c5l,514,4,0
1c5m,534,2,0
1c5n,504,4,0
1c5o,553,4,0
1c5w,458,2,0
1c5x,481,2,0
1c5y,475,2,0
1c5z,477,2,0
1c6o,157,4,0
1c6v,448,5,0
1c6x,168,2,0
1c6y,163,2,0
1c6z,176,2,0
1c70,169,2,0
1c72,653,8,0
1c7b,438,8,0
1c7c,435,6,0
1c7d,429,6,0
1c7e,227,4,0
1c7f,231,4,0
1c7g,1241,8,0
1c7n,2345,16,0
1c7o,2251,16,0
1c7z,303,4,0
1c80,313,4,0
1c8b,417,2,0
1c8c,148,3,0
1c8j,583,4,0
1c8m,612,4,0
1c8n,460,6,0
1c8o,238,2,0
1c8t,279,4,0
1c8u,448,4,0
1c8v,450,4,0
1c90,379,2,0
1c94,86,2,0
1c95,53,2,0
1c9b,1592,20,0
1c9d,451,4,0
1c9k,392,6,0
1c9o,256,4,0
1c9p,214,2,0
1c9s,1255,45,0
1c9t,1082,7,0
1c9u,673,4,0
1ca0,406,7,0
1ca4,713,6,0
1ca5,124,3,0
1ca6,102,3,0
1ca7,240,6,0
1ca8,244,4,0
1ca9,819,8,0
1cag,115,6,0
1cb2,548,4,0
1cb4,224,4,0
1cb7,922,8,0
1cbi,246,2,0
1cbj,232,4,0
1cbk,273,4,0
1cbl,445,8,0
1cbm,453,8,0
1cbn,86,2,0
1cbr,215,4,0
1cbu,389,6,0
1cbw,411,8,0
1cc0,491,4,0
1cc1,558,4,0
1cc3,231,4,0
1ccw,998,8,0
1cd0,182,2,0
1cd3,875,7,0
1cd9,536,6,0
1cdc,159,2,0
1cdd,280,2,0
1cde,599,4,0
1cdk,591,6,0
1cdl,509,12,0
1cdm,136,2,0
1cdo,556,4,0
1cdt,111,4,0
1cdw,217,3,0
1ce0,104,3,0
1ce1,332,3,0
1ce6,286,2,0
1ce7,375,4,0
1ce8,4153,16,0
1ce9,124,4,0
1cea,157,4,0
1ceb,157,4,0
1cee,6000,20,0
1cel,614,4,0
1cer,1718,8,0
1ces,317,4,0
1cev,1164,6,0
1cez,665,3,0
1cf0,207,2,0
1cf1,990,4,0
1cf2,989,8,0
1cf4,5802,20,0
1cf5,389,4,0
1cf7,183,4,0
1cf8,309,4,0
1cf9,2151,8,0
1cff,5507,26,0
1cfm,597,6,0
1cfn,310,3,0
1cfq,297,2,0
1cfs,306,3,0
1cft,306,2,0
1cfv,210,4,0
1cfw,73,4,0
1cfy,200,2,0
1cfz,666,12,0
1cg2,990,8,0
1cg5,235,4,0
1cg8,236,4,0
1cg9,298,3,0
1cgc,65,2,0
1cgd,120,6,0
1cgf,343,4,0
1cgi,224,2,0
1cgj,224,2,0
1cgl,341,4,0
1cgp,470,2,0
1cgq,243,3,0
1cgs,312,2,0
1ch0,249,6,0
1ch4,435,8,0
1chk,328,2,0
1chm,603,4,0
1cho,221,4,0
1chp,381,5,0
1chq,365,5,0
1chw,592,4,0
1ci0,315,4,0
1ci1,357,2,0
1ci4,162,2,0
1ci6,109,4,0
1ci7,447,4,0
1ci8,523,4,0
1ci9,538,4,0
1cic,579,4,0
1ciq,76,2,0
1cit,143,3,0
1ciw,675,8,0
1cj0,619,4,0
1cj1,902,13,0
1cja,538,2,0
1cjb,701,8,0
1cjd,762,3,0
1cje,318,8,0
1cjf,217,5,0
1cjk,529,5,0
1cjp,661,8,0
1cjq,101,2,0
1cjr,125,2,0
1cjt,528,5,0
1cju,524,5,0
1cjv,527,5,0
1cjx,1011,8,0
1cjy,855,4,0
1ck0,297,2,0
1ck4,351,2,0
